# Sun May 02 15:08:50 GMT+02:00 2021
Value;Unit;Type;Overloaded
1.6536;V;DC;
1.6536;V;DC;
1.6536;V;DC;
1.6536;V;DC;
1.6536;V;DC;
1.6535;V;DC;
1.6535;V;DC;
1.6535;V;DC;
1.6535;V;DC;
1.6535;V;DC;
1.6535;V;DC;
1.6535;V;DC;
1.6535;V;DC;
1.6535;V;DC;
1.6535;V;DC;
1.6535;V;DC;
1.6535;V;DC;
1.6535;V;DC;
1.6535;V;DC;
1.6535;V;DC;
1.6535;V;DC;
1.6535;V;DC;
1.6535;V;DC;
1.6535;V;DC;
1.6535;V;DC;
1.6535;V;DC;
1.6535;V;DC;
1.6535;V;DC;
1.6535;V;DC;
1.6535;V;DC;
1.6535;V;DC;
1.6534;V;DC;
1.6534;V;DC;
1.6535;V;DC;
1.6535;V;DC;
1.6535;V;DC;
1.6535;V;DC;
1.6534;V;DC;
1.6534;V;DC;
1.6534;V;DC;
1.6534;V;DC;
1.6533;V;DC;
1.6533;V;DC;
1.6534;V;DC;
1.6534;V;DC;
1.6534;V;DC;
1.6534;V;DC;
1.6532;V;DC;
1.6532;V;DC;
1.6533;V;DC;
1.6533;V;DC;
1.6534;V;DC;
1.6534;V;DC;
1.6534;V;DC;
1.6534;V;DC;
1.6534;V;DC;
1.6534;V;DC;
1.6534;V;DC;
1.6534;V;DC;
1.6533;V;DC;
1.6533;V;DC;
1.6534;V;DC;
1.6534;V;DC;
1.6533;V;DC;
1.6533;V;DC;
1.6533;V;DC;
1.6533;V;DC;
1.6533;V;DC;
1.6533;V;DC;
1.6533;V;DC;
1.6533;V;DC;
1.6533;V;DC;
1.6533;V;DC;
1.6533;V;DC;
1.6533;V;DC;
1.6533;V;DC;
1.6533;V;DC;
1.6532;V;DC;
1.6532;V;DC;
1.6533;V;DC;
1.6533;V;DC;
1.6533;V;DC;
1.6533;V;DC;
1.6533;V;DC;
1.6533;V;DC;
1.6532;V;DC;
1.6532;V;DC;
1.6532;V;DC;
1.6532;V;DC;
1.6532;V;DC;
1.6532;V;DC;
1.6532;V;DC;
1.6532;V;DC;
1.6532;V;DC;
1.6532;V;DC;
1.6532;V;DC;
1.6532;V;DC;
1.6532;V;DC;
1.6532;V;DC;
1.6532;V;DC;
1.6532;V;DC;
1.6532;V;DC;
1.6532;V;DC;
1.6532;V;DC;
1.6532;V;DC;
1.6532;V;DC;
1.6532;V;DC;
1.6531;V;DC;
1.6531;V;DC;
1.6532;V;DC;
1.6532;V;DC;
1.6531;V;DC;
1.6531;V;DC;
1.6531;V;DC;
1.6531;V;DC;
1.6531;V;DC;
1.6531;V;DC;
1.6531;V;DC;
1.6531;V;DC;
1.6531;V;DC;
1.6531;V;DC;
1.6531;V;DC;
1.6531;V;DC;
1.6531;V;DC;
1.6531;V;DC;
1.6531;V;DC;
1.6531;V;DC;
1.6531;V;DC;
1.6531;V;DC;
1.6531;V;DC;
1.6531;V;DC;
1.6530;V;DC;
1.6530;V;DC;
1.6530;V;DC;
1.6530;V;DC;
1.6530;V;DC;
1.6530;V;DC;
1.6530;V;DC;
1.6530;V;DC;
1.6530;V;DC;
1.6530;V;DC;
1.6530;V;DC;
1.6530;V;DC;
1.6530;V;DC;
1.6530;V;DC;
1.6530;V;DC;
1.6530;V;DC;
1.6530;V;DC;
1.6530;V;DC;
1.6530;V;DC;
1.6530;V;DC;
1.6530;V;DC;
1.6530;V;DC;
1.6530;V;DC;
1.6530;V;DC;
1.6530;V;DC;
1.6530;V;DC;
1.6530;V;DC;
1.6529;V;DC;
1.6529;V;DC;
1.6530;V;DC;
1.6529;V;DC;
1.6530;V;DC;
1.6529;V;DC;
1.6529;V;DC;
1.6529;V;DC;
1.6529;V;DC;
1.6529;V;DC;
1.6529;V;DC;
1.6529;V;DC;
1.6529;V;DC;
1.6529;V;DC;
1.6529;V;DC;
1.6529;V;DC;
1.6529;V;DC;
1.6529;V;DC;
1.6529;V;DC;
1.6529;V;DC;
1.6529;V;DC;
1.6528;V;DC;
1.6528;V;DC;
1.6529;V;DC;
1.6529;V;DC;
1.6529;V;DC;
1.6529;V;DC;
1.6528;V;DC;
1.6528;V;DC;
1.6529;V;DC;
1.6529;V;DC;
1.6528;V;DC;
1.6528;V;DC;
1.6528;V;DC;
1.6528;V;DC;
1.6528;V;DC;
1.6528;V;DC;
1.6528;V;DC;
1.6528;V;DC;
1.6528;V;DC;
1.6528;V;DC;
1.6528;V;DC;
1.6528;V;DC;
1.6528;V;DC;
1.6528;V;DC;
1.6528;V;DC;
1.6528;V;DC;
1.6528;V;DC;
1.6528;V;DC;
1.6527;V;DC;
1.6527;V;DC;
1.6527;V;DC;
1.6527;V;DC;
1.6527;V;DC;
1.6527;V;DC;
1.6528;V;DC;
1.6528;V;DC;
1.6528;V;DC;
1.6528;V;DC;
1.6527;V;DC;
1.6527;V;DC;
1.6527;V;DC;
1.6527;V;DC;
1.6527;V;DC;
1.6527;V;DC;
1.6527;V;DC;
1.6527;V;DC;
1.6527;V;DC;
1.6527;V;DC;
1.6527;V;DC;
1.6527;V;DC;
1.6527;V;DC;
1.6527;V;DC;
1.6526;V;DC;
1.6526;V;DC;
1.6527;V;DC;
1.6527;V;DC;
1.6527;V;DC;
1.6527;V;DC;
1.6526;V;DC;
1.6526;V;DC;
1.6527;V;DC;
1.6527;V;DC;
1.6527;V;DC;
1.6527;V;DC;
1.6526;V;DC;
1.6526;V;DC;
1.6526;V;DC;
1.6526;V;DC;
1.6526;V;DC;
1.6526;V;DC;
1.6526;V;DC;
1.6526;V;DC;
1.6526;V;DC;
1.6526;V;DC;
1.6526;V;DC;
1.6526;V;DC;
1.6526;V;DC;
1.6526;V;DC;
1.6526;V;DC;
1.6526;V;DC;
1.6525;V;DC;
1.6525;V;DC;
1.6525;V;DC;
1.6525;V;DC;
1.6525;V;DC;
1.6525;V;DC;
1.6525;V;DC;
1.6525;V;DC;
1.6525;V;DC;
1.6525;V;DC;
1.6525;V;DC;
1.6525;V;DC;
1.6525;V;DC;
1.6525;V;DC;
1.6525;V;DC;
1.6525;V;DC;
1.6525;V;DC;
1.6525;V;DC;
1.6525;V;DC;
1.6525;V;DC;
1.6525;V;DC;
1.6525;V;DC;
1.6524;V;DC;
1.6524;V;DC;
1.6524;V;DC;
1.6524;V;DC;
1.6524;V;DC;
1.6524;V;DC;
1.6524;V;DC;
1.6524;V;DC;
1.6524;V;DC;
1.6524;V;DC;
1.6524;V;DC;
1.6524;V;DC;
1.6524;V;DC;
1.6524;V;DC;
1.6524;V;DC;
1.6524;V;DC;
1.6523;V;DC;
1.6523;V;DC;
1.6524;V;DC;
1.6524;V;DC;
1.6524;V;DC;
1.6524;V;DC;
1.6522;V;DC;
1.6522;V;DC;
1.6523;V;DC;
1.6523;V;DC;
1.6524;V;DC;
1.6524;V;DC;
1.6523;V;DC;
1.6523;V;DC;
1.6523;V;DC;
1.6523;V;DC;
1.6524;V;DC;
1.6524;V;DC;
1.6523;V;DC;
1.6523;V;DC;
1.6523;V;DC;
1.6523;V;DC;
1.6523;V;DC;
1.6523;V;DC;
1.6523;V;DC;
1.6523;V;DC;
1.6523;V;DC;
1.6523;V;DC;
1.6523;V;DC;
1.6523;V;DC;
1.6523;V;DC;
1.6523;V;DC;
1.6523;V;DC;
1.6523;V;DC;
1.6523;V;DC;
1.6523;V;DC;
1.6523;V;DC;
1.6523;V;DC;
1.6523;V;DC;
1.6523;V;DC;
1.6522;V;DC;
1.6522;V;DC;
1.6522;V;DC;
1.6522;V;DC;
1.6522;V;DC;
1.6522;V;DC;
1.6523;V;DC;
1.6523;V;DC;
1.6522;V;DC;
1.6522;V;DC;
1.6522;V;DC;
1.6522;V;DC;
1.6522;V;DC;
1.6522;V;DC;
1.6522;V;DC;
1.6522;V;DC;
1.6522;V;DC;
1.6522;V;DC;
1.6522;V;DC;
1.6522;V;DC;
1.6522;V;DC;
1.6522;V;DC;
1.6521;V;DC;
1.6521;V;DC;
1.6522;V;DC;
1.6522;V;DC;
1.6521;V;DC;
1.6521;V;DC;
1.6521;V;DC;
1.6521;V;DC;
1.6521;V;DC;
1.6521;V;DC;
1.6521;V;DC;
1.6521;V;DC;
1.6521;V;DC;
1.6521;V;DC;
1.6521;V;DC;
1.6521;V;DC;
1.6521;V;DC;
1.6521;V;DC;
1.6521;V;DC;
1.6521;V;DC;
1.6521;V;DC;
1.6521;V;DC;
1.6520;V;DC;
1.6520;V;DC;
1.6521;V;DC;
1.6521;V;DC;
1.6521;V;DC;
1.6521;V;DC;
1.6521;V;DC;
1.6521;V;DC;
1.6520;V;DC;
1.6520;V;DC;
1.6521;V;DC;
1.6521;V;DC;
1.6520;V;DC;
1.6520;V;DC;
1.6520;V;DC;
1.6520;V;DC;
1.6520;V;DC;
1.6520;V;DC;
1.6520;V;DC;
1.6520;V;DC;
1.6520;V;DC;
1.6520;V;DC;
1.6520;V;DC;
1.6520;V;DC;
1.6520;V;DC;
1.6519;V;DC;
1.6519;V;DC;
1.6520;V;DC;
1.6519;V;DC;
1.6520;V;DC;
1.6519;V;DC;
1.6519;V;DC;
1.6520;V;DC;
1.6519;V;DC;
1.6519;V;DC;
1.6519;V;DC;
1.6519;V;DC;
1.6519;V;DC;
1.6519;V;DC;
1.6519;V;DC;
1.6519;V;DC;
1.6519;V;DC;
1.6519;V;DC;
1.6519;V;DC;
1.6519;V;DC;
1.6519;V;DC;
1.6519;V;DC;
1.6519;V;DC;
1.6519;V;DC;
1.6519;V;DC;
1.6519;V;DC;
1.6519;V;DC;
1.6519;V;DC;
1.6519;V;DC;
1.6519;V;DC;
1.6519;V;DC;
1.6519;V;DC;
1.6519;V;DC;
1.6519;V;DC;
1.6519;V;DC;
1.6518;V;DC;
1.6518;V;DC;
1.6519;V;DC;
1.6519;V;DC;
1.6518;V;DC;
1.6518;V;DC;
1.6518;V;DC;
1.6518;V;DC;
1.6518;V;DC;
1.6518;V;DC;
1.6518;V;DC;
1.6518;V;DC;
1.6518;V;DC;
1.6518;V;DC;
1.6518;V;DC;
1.6518;V;DC;
1.6518;V;DC;
1.6518;V;DC;
1.6518;V;DC;
1.6518;V;DC;
1.6518;V;DC;
1.6518;V;DC;
1.6517;V;DC;
1.6517;V;DC;
1.6517;V;DC;
1.6517;V;DC;
1.6517;V;DC;
1.6517;V;DC;
1.6517;V;DC;
1.6517;V;DC;
1.6518;V;DC;
1.6518;V;DC;
1.6517;V;DC;
1.6517;V;DC;
1.6517;V;DC;
1.6517;V;DC;
1.6517;V;DC;
1.6517;V;DC;
1.6517;V;DC;
1.6517;V;DC;
1.6517;V;DC;
1.6517;V;DC;
1.6517;V;DC;
1.6517;V;DC;
1.6517;V;DC;
1.6517;V;DC;
1.6517;V;DC;
1.6517;V;DC;
1.6517;V;DC;
1.6517;V;DC;
1.6517;V;DC;
1.6517;V;DC;
1.6516;V;DC;
1.6516;V;DC;
1.6516;V;DC;
1.6516;V;DC;
1.6516;V;DC;
1.6516;V;DC;
1.6516;V;DC;
1.6516;V;DC;
1.6516;V;DC;
1.6516;V;DC;
1.6516;V;DC;
1.6516;V;DC;
1.6516;V;DC;
1.6516;V;DC;
1.6516;V;DC;
1.6516;V;DC;
1.6516;V;DC;
1.6516;V;DC;
1.6516;V;DC;
1.6516;V;DC;
1.6516;V;DC;
1.6516;V;DC;
1.6516;V;DC;
1.6516;V;DC;
1.6515;V;DC;
1.6515;V;DC;
1.6516;V;DC;
1.6516;V;DC;
1.6515;V;DC;
1.6515;V;DC;
1.6516;V;DC;
1.6516;V;DC;
1.6515;V;DC;
1.6515;V;DC;
1.6515;V;DC;
1.6515;V;DC;
1.6515;V;DC;
1.6515;V;DC;
1.6515;V;DC;
1.6515;V;DC;
1.6515;V;DC;
1.6515;V;DC;
1.6515;V;DC;
1.6515;V;DC;
1.6515;V;DC;
1.6515;V;DC;
1.6515;V;DC;
1.6515;V;DC;
1.6514;V;DC;
1.6514;V;DC;
1.6514;V;DC;
1.6514;V;DC;
1.6515;V;DC;
1.6515;V;DC;
1.6514;V;DC;
1.6514;V;DC;
1.6514;V;DC;
1.6514;V;DC;
1.6514;V;DC;
1.6514;V;DC;
1.6514;V;DC;
1.6514;V;DC;
1.6514;V;DC;
1.6514;V;DC;
1.6514;V;DC;
1.6514;V;DC;
1.6512;V;DC;
1.6512;V;DC;
1.6514;V;DC;
1.6514;V;DC;
1.6514;V;DC;
1.6514;V;DC;
1.6513;V;DC;
1.6513;V;DC;
1.6513;V;DC;
1.6513;V;DC;
1.6514;V;DC;
1.6514;V;DC;
1.6514;V;DC;
1.6514;V;DC;
1.6513;V;DC;
1.6513;V;DC;
1.6513;V;DC;
1.6513;V;DC;
1.6513;V;DC;
1.6513;V;DC;
1.6513;V;DC;
1.6513;V;DC;
1.6513;V;DC;
1.6513;V;DC;
1.6513;V;DC;
1.6513;V;DC;
1.6513;V;DC;
1.6513;V;DC;
1.6513;V;DC;
1.6513;V;DC;
1.6512;V;DC;
1.6512;V;DC;
1.6513;V;DC;
1.6513;V;DC;
1.6513;V;DC;
1.6513;V;DC;
1.6512;V;DC;
1.6512;V;DC;
1.6512;V;DC;
1.6512;V;DC;
1.6512;V;DC;
1.6512;V;DC;
1.6512;V;DC;
1.6512;V;DC;
1.6512;V;DC;
1.6512;V;DC;
1.6512;V;DC;
1.6512;V;DC;
1.6512;V;DC;
1.6512;V;DC;
1.6512;V;DC;
1.6512;V;DC;
1.6512;V;DC;
1.6512;V;DC;
1.6512;V;DC;
1.6512;V;DC;
1.6512;V;DC;
1.6512;V;DC;
1.6511;V;DC;
1.6511;V;DC;
1.6511;V;DC;
1.6511;V;DC;
1.6511;V;DC;
1.6511;V;DC;
1.6511;V;DC;
1.6511;V;DC;
1.6511;V;DC;
1.6511;V;DC;
1.6511;V;DC;
1.6511;V;DC;
1.6511;V;DC;
1.6511;V;DC;
1.6511;V;DC;
1.6511;V;DC;
1.6511;V;DC;
1.6511;V;DC;
1.6511;V;DC;
1.6511;V;DC;
1.6511;V;DC;
1.6511;V;DC;
1.6511;V;DC;
1.6511;V;DC;
1.6511;V;DC;
1.6511;V;DC;
1.6511;V;DC;
1.6511;V;DC;
1.6511;V;DC;
1.6511;V;DC;
1.6510;V;DC;
1.6510;V;DC;
1.6510;V;DC;
1.6510;V;DC;
1.6510;V;DC;
1.6510;V;DC;
1.6510;V;DC;
1.6510;V;DC;
1.6510;V;DC;
1.6510;V;DC;
1.6510;V;DC;
1.6510;V;DC;
1.6510;V;DC;
1.6510;V;DC;
1.6510;V;DC;
1.6510;V;DC;
1.6510;V;DC;
1.6510;V;DC;
1.6510;V;DC;
1.6509;V;DC;
1.6510;V;DC;
1.6510;V;DC;
1.6510;V;DC;
1.6510;V;DC;
1.6509;V;DC;
1.6509;V;DC;
1.6510;V;DC;
1.6510;V;DC;
1.6509;V;DC;
1.6510;V;DC;
1.6509;V;DC;
1.6509;V;DC;
1.6509;V;DC;
1.6509;V;DC;
1.6509;V;DC;
1.6509;V;DC;
1.6509;V;DC;
1.6509;V;DC;
1.6509;V;DC;
1.6509;V;DC;
1.6509;V;DC;
1.6509;V;DC;
1.6509;V;DC;
1.6509;V;DC;
1.6509;V;DC;
1.6509;V;DC;
1.6509;V;DC;
1.6509;V;DC;
1.6508;V;DC;
1.6508;V;DC;
1.6508;V;DC;
1.6508;V;DC;
1.6508;V;DC;
1.6508;V;DC;
1.6508;V;DC;
1.6508;V;DC;
1.6508;V;DC;
1.6508;V;DC;
1.6508;V;DC;
1.6508;V;DC;
1.6508;V;DC;
1.6508;V;DC;
1.6508;V;DC;
1.6508;V;DC;
1.6508;V;DC;
1.6508;V;DC;
1.6508;V;DC;
1.6508;V;DC;
1.6508;V;DC;
1.6508;V;DC;
1.6508;V;DC;
1.6508;V;DC;
1.6507;V;DC;
1.6507;V;DC;
1.6507;V;DC;
1.6507;V;DC;
1.6507;V;DC;
1.6507;V;DC;
1.6507;V;DC;
1.6507;V;DC;
1.6507;V;DC;
1.6507;V;DC;
1.6507;V;DC;
1.6507;V;DC;
1.6507;V;DC;
1.6507;V;DC;
1.6507;V;DC;
1.6507;V;DC;
1.6507;V;DC;
1.6507;V;DC;
1.6507;V;DC;
1.6507;V;DC;
1.6506;V;DC;
1.6506;V;DC;
1.6507;V;DC;
1.6507;V;DC;
1.6507;V;DC;
1.6507;V;DC;
1.6507;V;DC;
1.6507;V;DC;
1.6507;V;DC;
1.6507;V;DC;
1.6506;V;DC;
1.6506;V;DC;
1.6506;V;DC;
1.6506;V;DC;
1.6507;V;DC;
1.6507;V;DC;
1.6506;V;DC;
1.6506;V;DC;
1.6506;V;DC;
1.6506;V;DC;
1.6506;V;DC;
1.6506;V;DC;
1.6506;V;DC;
1.6506;V;DC;
1.6506;V;DC;
1.6506;V;DC;
1.6506;V;DC;
1.6506;V;DC;
1.6506;V;DC;
1.6506;V;DC;
1.6506;V;DC;
1.6506;V;DC;
1.6506;V;DC;
1.6506;V;DC;
1.6506;V;DC;
1.6506;V;DC;
1.6505;V;DC;
1.6505;V;DC;
1.6506;V;DC;
1.6506;V;DC;
1.6505;V;DC;
1.6505;V;DC;
1.6505;V;DC;
1.6505;V;DC;
1.6505;V;DC;
1.6505;V;DC;
1.6505;V;DC;
1.6505;V;DC;
1.6504;V;DC;
1.6504;V;DC;
1.6505;V;DC;
1.6505;V;DC;
1.6505;V;DC;
1.6505;V;DC;
1.6504;V;DC;
1.6504;V;DC;
1.6505;V;DC;
1.6505;V;DC;
1.6504;V;DC;
1.6504;V;DC;
1.6504;V;DC;
1.6504;V;DC;
1.6504;V;DC;
1.6504;V;DC;
1.6505;V;DC;
1.6505;V;DC;
1.6504;V;DC;
1.6504;V;DC;
1.6504;V;DC;
1.6504;V;DC;
1.6504;V;DC;
1.6504;V;DC;
1.6504;V;DC;
1.6504;V;DC;
1.6504;V;DC;
1.6504;V;DC;
1.6503;V;DC;
1.6503;V;DC;
1.6503;V;DC;
1.6503;V;DC;
1.6504;V;DC;
1.6504;V;DC;
1.6503;V;DC;
1.6503;V;DC;
1.6503;V;DC;
1.6503;V;DC;
1.6504;V;DC;
1.6504;V;DC;
1.6504;V;DC;
1.6504;V;DC;
1.6504;V;DC;
1.6504;V;DC;
1.6503;V;DC;
1.6503;V;DC;
1.6503;V;DC;
1.6503;V;DC;
1.6503;V;DC;
1.6503;V;DC;
1.6503;V;DC;
1.6503;V;DC;
1.6503;V;DC;
1.6503;V;DC;
1.6503;V;DC;
1.6503;V;DC;
1.6503;V;DC;
1.6503;V;DC;
1.6503;V;DC;
1.6503;V;DC;
1.6503;V;DC;
1.6503;V;DC;
1.6503;V;DC;
1.6503;V;DC;
1.6502;V;DC;
1.6502;V;DC;
1.6503;V;DC;
1.6503;V;DC;
1.6502;V;DC;
1.6502;V;DC;
1.6502;V;DC;
1.6502;V;DC;
1.6502;V;DC;
1.6502;V;DC;
1.6502;V;DC;
1.6502;V;DC;
1.6502;V;DC;
1.6502;V;DC;
1.6502;V;DC;
1.6502;V;DC;
1.6502;V;DC;
1.6502;V;DC;
1.6501;V;DC;
1.6501;V;DC;
1.6502;V;DC;
1.6502;V;DC;
1.6501;V;DC;
1.6501;V;DC;
1.6502;V;DC;
1.6502;V;DC;
1.6502;V;DC;
1.6502;V;DC;
1.6501;V;DC;
1.6501;V;DC;
1.6501;V;DC;
1.6501;V;DC;
1.6501;V;DC;
1.6501;V;DC;
1.6501;V;DC;
1.6501;V;DC;
1.6501;V;DC;
1.6501;V;DC;
1.6501;V;DC;
1.6501;V;DC;
1.6501;V;DC;
1.6501;V;DC;
1.6501;V;DC;
1.6501;V;DC;
1.6501;V;DC;
1.6501;V;DC;
1.6500;V;DC;
1.6500;V;DC;
1.6501;V;DC;
1.6501;V;DC;
1.6501;V;DC;
1.6501;V;DC;
1.6500;V;DC;
1.6500;V;DC;
1.6501;V;DC;
1.6501;V;DC;
1.6501;V;DC;
1.6501;V;DC;
1.6500;V;DC;
1.6500;V;DC;
1.6500;V;DC;
1.6500;V;DC;
1.6500;V;DC;
1.6500;V;DC;
1.6500;V;DC;
1.6500;V;DC;
1.6500;V;DC;
1.6500;V;DC;
1.6500;V;DC;
1.6500;V;DC;
1.6500;V;DC;
1.6500;V;DC;
1.6500;V;DC;
1.6499;V;DC;
1.6499;V;DC;
1.6500;V;DC;
1.6499;V;DC;
1.6500;V;DC;
1.6499;V;DC;
1.6499;V;DC;
1.6500;V;DC;
1.6499;V;DC;
1.6499;V;DC;
1.6499;V;DC;
1.6499;V;DC;
1.6499;V;DC;
1.6499;V;DC;
1.6499;V;DC;
1.6498;V;DC;
1.6498;V;DC;
1.6499;V;DC;
1.6499;V;DC;
1.6499;V;DC;
1.6499;V;DC;
1.6499;V;DC;
1.6499;V;DC;
1.6498;V;DC;
1.6498;V;DC;
1.6498;V;DC;
1.6498;V;DC;
1.6498;V;DC;
1.6498;V;DC;
1.6498;V;DC;
1.6498;V;DC;
1.6498;V;DC;
1.6498;V;DC;
1.6498;V;DC;
1.6498;V;DC;
1.6498;V;DC;
1.6498;V;DC;
1.6498;V;DC;
1.6498;V;DC;
1.6498;V;DC;
1.6498;V;DC;
1.6498;V;DC;
1.6498;V;DC;
1.6498;V;DC;
1.6498;V;DC;
1.6498;V;DC;
1.6498;V;DC;
1.6498;V;DC;
1.6498;V;DC;
1.6498;V;DC;
1.6498;V;DC;
1.6498;V;DC;
1.6498;V;DC;
1.6497;V;DC;
1.6497;V;DC;
1.6497;V;DC;
1.6497;V;DC;
1.6497;V;DC;
1.6497;V;DC;
1.6497;V;DC;
1.6497;V;DC;
1.6497;V;DC;
1.6497;V;DC;
1.6497;V;DC;
1.6497;V;DC;
1.6497;V;DC;
1.6497;V;DC;
1.6497;V;DC;
1.6497;V;DC;
1.6497;V;DC;
1.6497;V;DC;
1.6496;V;DC;
1.6496;V;DC;
1.6497;V;DC;
1.6497;V;DC;
1.6497;V;DC;
1.6497;V;DC;
1.6497;V;DC;
1.6497;V;DC;
1.6496;V;DC;
1.6496;V;DC;
1.6497;V;DC;
1.6497;V;DC;
1.6496;V;DC;
1.6496;V;DC;
1.6496;V;DC;
1.6496;V;DC;
1.6496;V;DC;
1.6496;V;DC;
1.6496;V;DC;
1.6496;V;DC;
1.6496;V;DC;
1.6496;V;DC;
1.6496;V;DC;
1.6496;V;DC;
1.6496;V;DC;
1.6496;V;DC;
1.6496;V;DC;
1.6496;V;DC;
1.6496;V;DC;
1.6496;V;DC;
1.6496;V;DC;
1.6496;V;DC;
1.6496;V;DC;
1.6496;V;DC;
1.6495;V;DC;
1.6495;V;DC;
1.6495;V;DC;
1.6495;V;DC;
1.6496;V;DC;
1.6496;V;DC;
1.6495;V;DC;
1.6495;V;DC;
1.6495;V;DC;
1.6495;V;DC;
1.6495;V;DC;
1.6495;V;DC;
1.6495;V;DC;
1.6495;V;DC;
1.6495;V;DC;
1.6495;V;DC;
1.6495;V;DC;
1.6495;V;DC;
1.6495;V;DC;
1.6495;V;DC;
1.6494;V;DC;
1.6494;V;DC;
1.6495;V;DC;
1.6495;V;DC;
1.6494;V;DC;
1.6494;V;DC;
1.6495;V;DC;
1.6495;V;DC;
1.6495;V;DC;
1.6495;V;DC;
1.6494;V;DC;
1.6494;V;DC;
1.6494;V;DC;
1.6494;V;DC;
1.6494;V;DC;
1.6494;V;DC;
1.6494;V;DC;
1.6494;V;DC;
1.6494;V;DC;
1.6494;V;DC;
1.6494;V;DC;
1.6494;V;DC;
1.6493;V;DC;
1.6493;V;DC;
1.6493;V;DC;
1.6493;V;DC;
1.6494;V;DC;
1.6494;V;DC;
1.6493;V;DC;
1.6493;V;DC;
1.6493;V;DC;
1.6493;V;DC;
1.6494;V;DC;
1.6494;V;DC;
1.6494;V;DC;
1.6494;V;DC;
1.6493;V;DC;
1.6493;V;DC;
1.6493;V;DC;
1.6493;V;DC;
1.6493;V;DC;
1.6493;V;DC;
1.6493;V;DC;
1.6493;V;DC;
1.6493;V;DC;
1.6493;V;DC;
1.6493;V;DC;
1.6493;V;DC;
1.6493;V;DC;
1.6493;V;DC;
1.6493;V;DC;
1.6493;V;DC;
1.6492;V;DC;
1.6492;V;DC;
1.6492;V;DC;
1.6492;V;DC;
1.6493;V;DC;
1.6493;V;DC;
1.6492;V;DC;
1.6492;V;DC;
1.6493;V;DC;
1.6493;V;DC;
1.6492;V;DC;
1.6492;V;DC;
1.6492;V;DC;
1.6492;V;DC;
1.6492;V;DC;
1.6492;V;DC;
1.6492;V;DC;
1.6492;V;DC;
1.6492;V;DC;
1.6492;V;DC;
1.6492;V;DC;
1.6492;V;DC;
1.6492;V;DC;
1.6492;V;DC;
1.6492;V;DC;
1.6492;V;DC;
1.6492;V;DC;
1.6492;V;DC;
1.6492;V;DC;
1.6492;V;DC;
1.6492;V;DC;
1.6492;V;DC;
1.6491;V;DC;
1.6491;V;DC;
1.6492;V;DC;
1.6492;V;DC;
1.6491;V;DC;
1.6491;V;DC;
1.6491;V;DC;
1.6491;V;DC;
1.6491;V;DC;
1.6491;V;DC;
1.6491;V;DC;
1.6491;V;DC;
1.6491;V;DC;
1.6491;V;DC;
1.6491;V;DC;
1.6491;V;DC;
1.6491;V;DC;
1.6491;V;DC;
1.6491;V;DC;
1.6491;V;DC;
1.6491;V;DC;
1.6491;V;DC;
1.6490;V;DC;
1.6490;V;DC;
1.6491;V;DC;
1.6491;V;DC;
1.6490;V;DC;
1.6490;V;DC;
1.6490;V;DC;
1.6490;V;DC;
1.6490;V;DC;
1.6490;V;DC;
1.6490;V;DC;
1.6490;V;DC;
1.6490;V;DC;
1.6490;V;DC;
1.6490;V;DC;
1.6490;V;DC;
1.6490;V;DC;
1.6490;V;DC;
1.6490;V;DC;
1.6490;V;DC;
1.6490;V;DC;
1.6490;V;DC;
1.6490;V;DC;
1.6490;V;DC;
1.6490;V;DC;
1.6490;V;DC;
1.6489;V;DC;
1.6489;V;DC;
1.6490;V;DC;
1.6489;V;DC;
1.6489;V;DC;
1.6489;V;DC;
1.6489;V;DC;
1.6489;V;DC;
1.6489;V;DC;
1.6489;V;DC;
1.6489;V;DC;
1.6489;V;DC;
1.6489;V;DC;
1.6489;V;DC;
1.6489;V;DC;
1.6489;V;DC;
1.6489;V;DC;
1.6489;V;DC;
1.6489;V;DC;
1.6489;V;DC;
1.6489;V;DC;
1.6489;V;DC;
1.6489;V;DC;
1.6489;V;DC;
1.6489;V;DC;
1.6489;V;DC;
1.6489;V;DC;
1.6489;V;DC;
1.6488;V;DC;
1.6488;V;DC;
1.6489;V;DC;
1.6489;V;DC;
1.6489;V;DC;
1.6489;V;DC;
1.6488;V;DC;
1.6488;V;DC;
1.6488;V;DC;
1.6488;V;DC;
1.6488;V;DC;
1.6488;V;DC;
1.6488;V;DC;
1.6488;V;DC;
1.6488;V;DC;
1.6488;V;DC;
1.6488;V;DC;
1.6488;V;DC;
1.6488;V;DC;
1.6488;V;DC;
1.6488;V;DC;
1.6488;V;DC;
1.6488;V;DC;
1.6488;V;DC;
1.6488;V;DC;
1.6488;V;DC;
1.6488;V;DC;
1.6488;V;DC;
1.6487;V;DC;
1.6487;V;DC;
1.6487;V;DC;
1.6487;V;DC;
1.6487;V;DC;
1.6487;V;DC;
1.6487;V;DC;
1.6487;V;DC;
1.6487;V;DC;
1.6487;V;DC;
1.6487;V;DC;
1.6487;V;DC;
1.6487;V;DC;
1.6487;V;DC;
1.6487;V;DC;
1.6487;V;DC;
1.6487;V;DC;
1.6487;V;DC;
1.6487;V;DC;
1.6487;V;DC;
1.6487;V;DC;
1.6487;V;DC;
1.6486;V;DC;
1.6486;V;DC;
1.6486;V;DC;
1.6486;V;DC;
1.6487;V;DC;
1.6487;V;DC;
1.6486;V;DC;
1.6486;V;DC;
1.6486;V;DC;
1.6486;V;DC;
