# Sun May 02 15:08:50 GMT+02:00 2021
Value;Unit;Type;Overloaded
1.7187;V;DC;
1.7186;V;DC;
1.7186;V;DC;
1.7186;V;DC;
1.7186;V;DC;
1.7186;V;DC;
1.7186;V;DC;
1.7186;V;DC;
1.7186;V;DC;
1.7186;V;DC;
1.7186;V;DC;
1.7186;V;DC;
1.7186;V;DC;
1.7186;V;DC;
1.7186;V;DC;
1.7185;V;DC;
1.7185;V;DC;
1.7186;V;DC;
1.7186;V;DC;
1.7185;V;DC;
1.7185;V;DC;
1.7185;V;DC;
1.7185;V;DC;
1.7185;V;DC;
1.7185;V;DC;
1.7185;V;DC;
1.7185;V;DC;
1.7185;V;DC;
1.7185;V;DC;
1.7185;V;DC;
1.7185;V;DC;
1.7185;V;DC;
1.7185;V;DC;
1.7185;V;DC;
1.7185;V;DC;
1.7185;V;DC;
1.7185;V;DC;
1.7184;V;DC;
1.7184;V;DC;
1.7184;V;DC;
1.7184;V;DC;
1.7185;V;DC;
1.7185;V;DC;
1.7183;V;DC;
1.7183;V;DC;
1.7183;V;DC;
1.7183;V;DC;
1.7184;V;DC;
1.7184;V;DC;
1.7184;V;DC;
1.7184;V;DC;
1.7184;V;DC;
1.7184;V;DC;
1.7184;V;DC;
1.7184;V;DC;
1.7184;V;DC;
1.7184;V;DC;
1.7184;V;DC;
1.7184;V;DC;
1.7184;V;DC;
1.7184;V;DC;
1.7184;V;DC;
1.7184;V;DC;
1.7184;V;DC;
1.7184;V;DC;
1.7184;V;DC;
1.7184;V;DC;
1.7183;V;DC;
1.7183;V;DC;
1.7183;V;DC;
1.7183;V;DC;
1.7183;V;DC;
1.7183;V;DC;
1.7184;V;DC;
1.7184;V;DC;
1.7183;V;DC;
1.7183;V;DC;
1.7183;V;DC;
1.7183;V;DC;
1.7183;V;DC;
1.7183;V;DC;
1.7183;V;DC;
1.7183;V;DC;
1.7183;V;DC;
1.7183;V;DC;
1.7183;V;DC;
1.7183;V;DC;
1.7182;V;DC;
1.7182;V;DC;
1.7182;V;DC;
1.7182;V;DC;
1.7183;V;DC;
1.7183;V;DC;
1.7182;V;DC;
1.7182;V;DC;
1.7182;V;DC;
1.7182;V;DC;
1.7182;V;DC;
1.7182;V;DC;
1.7182;V;DC;
1.7182;V;DC;
1.7182;V;DC;
1.7182;V;DC;
1.7182;V;DC;
1.7182;V;DC;
1.7182;V;DC;
1.7182;V;DC;
1.7182;V;DC;
1.7182;V;DC;
1.7181;V;DC;
1.7181;V;DC;
1.7181;V;DC;
1.7181;V;DC;
1.7181;V;DC;
1.7181;V;DC;
1.7181;V;DC;
1.7181;V;DC;
1.7181;V;DC;
1.7181;V;DC;
1.7181;V;DC;
1.7181;V;DC;
1.7181;V;DC;
1.7181;V;DC;
1.7180;V;DC;
1.7180;V;DC;
1.7181;V;DC;
1.7181;V;DC;
1.7180;V;DC;
1.7180;V;DC;
1.7180;V;DC;
1.7180;V;DC;
1.7180;V;DC;
1.7180;V;DC;
1.7180;V;DC;
1.7180;V;DC;
1.7180;V;DC;
1.7180;V;DC;
1.7180;V;DC;
1.7180;V;DC;
1.7180;V;DC;
1.7179;V;DC;
1.7180;V;DC;
1.7180;V;DC;
1.7180;V;DC;
1.7180;V;DC;
1.7180;V;DC;
1.7180;V;DC;
1.7180;V;DC;
1.7179;V;DC;
1.7179;V;DC;
1.7179;V;DC;
1.7179;V;DC;
1.7179;V;DC;
1.7179;V;DC;
1.7179;V;DC;
1.7179;V;DC;
1.7179;V;DC;
1.7179;V;DC;
1.7179;V;DC;
1.7179;V;DC;
1.7179;V;DC;
1.7179;V;DC;
1.7179;V;DC;
1.7179;V;DC;
1.7179;V;DC;
1.7178;V;DC;
1.7178;V;DC;
1.7179;V;DC;
1.7179;V;DC;
1.7178;V;DC;
1.7178;V;DC;
1.7178;V;DC;
1.7178;V;DC;
1.7178;V;DC;
1.7178;V;DC;
1.7178;V;DC;
1.7178;V;DC;
1.7178;V;DC;
1.7178;V;DC;
1.7178;V;DC;
1.7178;V;DC;
1.7177;V;DC;
1.7177;V;DC;
1.7177;V;DC;
1.7177;V;DC;
1.7178;V;DC;
1.7178;V;DC;
1.7178;V;DC;
1.7178;V;DC;
1.7177;V;DC;
1.7177;V;DC;
1.7177;V;DC;
1.7177;V;DC;
1.7177;V;DC;
1.7177;V;DC;
1.7177;V;DC;
1.7177;V;DC;
1.7177;V;DC;
1.7177;V;DC;
1.7177;V;DC;
1.7177;V;DC;
1.7177;V;DC;
1.7177;V;DC;
1.7177;V;DC;
1.7177;V;DC;
1.7176;V;DC;
1.7176;V;DC;
1.7176;V;DC;
1.7176;V;DC;
1.7176;V;DC;
1.7176;V;DC;
1.7176;V;DC;
1.7176;V;DC;
1.7176;V;DC;
1.7176;V;DC;
1.7176;V;DC;
1.7176;V;DC;
1.7176;V;DC;
1.7176;V;DC;
1.7176;V;DC;
1.7176;V;DC;
1.7176;V;DC;
1.7176;V;DC;
1.7176;V;DC;
1.7176;V;DC;
1.7176;V;DC;
1.7176;V;DC;
1.7175;V;DC;
1.7175;V;DC;
1.7175;V;DC;
1.7175;V;DC;
1.7175;V;DC;
1.7175;V;DC;
1.7175;V;DC;
1.7175;V;DC;
1.7175;V;DC;
1.7175;V;DC;
1.7175;V;DC;
1.7175;V;DC;
1.7174;V;DC;
1.7174;V;DC;
1.7175;V;DC;
1.7175;V;DC;
1.7175;V;DC;
1.7175;V;DC;
1.7174;V;DC;
1.7174;V;DC;
1.7174;V;DC;
1.7174;V;DC;
1.7175;V;DC;
1.7175;V;DC;
1.7174;V;DC;
1.7174;V;DC;
1.7174;V;DC;
1.7174;V;DC;
1.7174;V;DC;
1.7174;V;DC;
1.7174;V;DC;
1.7174;V;DC;
1.7174;V;DC;
1.7174;V;DC;
1.7174;V;DC;
1.7174;V;DC;
1.7174;V;DC;
1.7174;V;DC;
1.7173;V;DC;
1.7173;V;DC;
1.7174;V;DC;
1.7174;V;DC;
1.7173;V;DC;
1.7173;V;DC;
1.7174;V;DC;
1.7174;V;DC;
1.7173;V;DC;
1.7173;V;DC;
1.7173;V;DC;
1.7173;V;DC;
1.7173;V;DC;
1.7173;V;DC;
1.7173;V;DC;
1.7173;V;DC;
1.7173;V;DC;
1.7173;V;DC;
1.7173;V;DC;
1.7173;V;DC;
1.7173;V;DC;
1.7173;V;DC;
1.7173;V;DC;
1.7173;V;DC;
1.7173;V;DC;
1.7173;V;DC;
1.7173;V;DC;
1.7173;V;DC;
1.7172;V;DC;
1.7172;V;DC;
1.7172;V;DC;
1.7172;V;DC;
1.7172;V;DC;
1.7172;V;DC;
1.7171;V;DC;
1.7171;V;DC;
1.7171;V;DC;
1.7171;V;DC;
1.7172;V;DC;
1.7172;V;DC;
1.7172;V;DC;
1.7172;V;DC;
1.7172;V;DC;
1.7172;V;DC;
1.7172;V;DC;
1.7172;V;DC;
1.7171;V;DC;
1.7171;V;DC;
1.7172;V;DC;
1.7172;V;DC;
1.7171;V;DC;
1.7171;V;DC;
1.7171;V;DC;
1.7171;V;DC;
1.7171;V;DC;
1.7171;V;DC;
1.7171;V;DC;
1.7171;V;DC;
1.7171;V;DC;
1.7171;V;DC;
1.7171;V;DC;
1.7171;V;DC;
1.7171;V;DC;
1.7171;V;DC;
1.7171;V;DC;
1.7171;V;DC;
1.7170;V;DC;
1.7170;V;DC;
1.7170;V;DC;
1.7170;V;DC;
1.7170;V;DC;
1.7170;V;DC;
1.7170;V;DC;
1.7170;V;DC;
1.7171;V;DC;
1.7171;V;DC;
1.7171;V;DC;
1.7171;V;DC;
1.7171;V;DC;
1.7171;V;DC;
1.7170;V;DC;
1.7170;V;DC;
1.7170;V;DC;
1.7170;V;DC;
1.7170;V;DC;
1.7170;V;DC;
1.7170;V;DC;
1.7170;V;DC;
1.7170;V;DC;
1.7169;V;DC;
1.7170;V;DC;
1.7170;V;DC;
1.7170;V;DC;
1.7170;V;DC;
1.7169;V;DC;
1.7169;V;DC;
1.7169;V;DC;
1.7169;V;DC;
1.7169;V;DC;
1.7169;V;DC;
1.7169;V;DC;
1.7169;V;DC;
1.7169;V;DC;
1.7169;V;DC;
1.7169;V;DC;
1.7169;V;DC;
1.7169;V;DC;
1.7169;V;DC;
1.7169;V;DC;
1.7169;V;DC;
1.7169;V;DC;
1.7169;V;DC;
1.7169;V;DC;
1.7169;V;DC;
1.7169;V;DC;
1.7169;V;DC;
1.7168;V;DC;
1.7168;V;DC;
1.7168;V;DC;
1.7168;V;DC;
1.7168;V;DC;
1.7168;V;DC;
1.7168;V;DC;
1.7168;V;DC;
1.7168;V;DC;
1.7168;V;DC;
1.7168;V;DC;
1.7168;V;DC;
1.7168;V;DC;
1.7168;V;DC;
1.7168;V;DC;
1.7168;V;DC;
1.7168;V;DC;
1.7168;V;DC;
1.7168;V;DC;
1.7168;V;DC;
1.7168;V;DC;
1.7168;V;DC;
1.7168;V;DC;
1.7168;V;DC;
1.7167;V;DC;
1.7167;V;DC;
1.7167;V;DC;
1.7167;V;DC;
1.7168;V;DC;
1.7168;V;DC;
1.7167;V;DC;
1.7167;V;DC;
1.7167;V;DC;
1.7167;V;DC;
1.7167;V;DC;
1.7167;V;DC;
1.7167;V;DC;
1.7167;V;DC;
1.7167;V;DC;
1.7167;V;DC;
1.7167;V;DC;
1.7167;V;DC;
1.7167;V;DC;
1.7167;V;DC;
1.7167;V;DC;
1.7167;V;DC;
1.7167;V;DC;
1.7167;V;DC;
1.7166;V;DC;
1.7166;V;DC;
1.7166;V;DC;
1.7166;V;DC;
1.7166;V;DC;
1.7166;V;DC;
1.7166;V;DC;
1.7166;V;DC;
1.7166;V;DC;
1.7166;V;DC;
1.7166;V;DC;
1.7166;V;DC;
1.7166;V;DC;
1.7166;V;DC;
1.7166;V;DC;
1.7166;V;DC;
1.7166;V;DC;
1.7166;V;DC;
1.7166;V;DC;
1.7166;V;DC;
1.7165;V;DC;
1.7165;V;DC;
1.7166;V;DC;
1.7166;V;DC;
1.7165;V;DC;
1.7165;V;DC;
1.7165;V;DC;
1.7165;V;DC;
1.7165;V;DC;
1.7165;V;DC;
1.7165;V;DC;
1.7165;V;DC;
1.7165;V;DC;
1.7165;V;DC;
1.7165;V;DC;
1.7165;V;DC;
1.7165;V;DC;
1.7165;V;DC;
1.7165;V;DC;
1.7165;V;DC;
1.7165;V;DC;
1.7165;V;DC;
1.7165;V;DC;
1.7165;V;DC;
1.7164;V;DC;
1.7164;V;DC;
1.7165;V;DC;
1.7165;V;DC;
1.7164;V;DC;
1.7164;V;DC;
1.7164;V;DC;
1.7164;V;DC;
1.7164;V;DC;
1.7164;V;DC;
1.7164;V;DC;
1.7164;V;DC;
1.7163;V;DC;
1.7163;V;DC;
1.7164;V;DC;
1.7164;V;DC;
1.7164;V;DC;
1.7164;V;DC;
1.7164;V;DC;
1.7164;V;DC;
1.7164;V;DC;
1.7164;V;DC;
1.7163;V;DC;
1.7163;V;DC;
1.7163;V;DC;
1.7163;V;DC;
1.7163;V;DC;
1.7163;V;DC;
1.7163;V;DC;
1.7163;V;DC;
1.7163;V;DC;
1.7163;V;DC;
1.7163;V;DC;
1.7163;V;DC;
1.7163;V;DC;
1.7163;V;DC;
1.7163;V;DC;
1.7163;V;DC;
1.7163;V;DC;
1.7163;V;DC;
1.7162;V;DC;
1.7162;V;DC;
1.7162;V;DC;
1.7162;V;DC;
1.7162;V;DC;
1.7162;V;DC;
1.7162;V;DC;
1.7162;V;DC;
1.7162;V;DC;
1.7162;V;DC;
1.7162;V;DC;
1.7162;V;DC;
1.7162;V;DC;
1.7162;V;DC;
1.7162;V;DC;
1.7162;V;DC;
1.7162;V;DC;
1.7162;V;DC;
1.7161;V;DC;
1.7161;V;DC;
1.7161;V;DC;
1.7161;V;DC;
1.7162;V;DC;
1.7162;V;DC;
1.7161;V;DC;
1.7161;V;DC;
1.7161;V;DC;
1.7161;V;DC;
1.7161;V;DC;
1.7161;V;DC;
1.7161;V;DC;
1.7161;V;DC;
1.7161;V;DC;
1.7161;V;DC;
1.7161;V;DC;
1.7161;V;DC;
1.7160;V;DC;
1.7160;V;DC;
1.7160;V;DC;
1.7159;V;DC;
1.7161;V;DC;
1.7161;V;DC;
1.7159;V;DC;
1.7161;V;DC;
1.7159;V;DC;
1.7160;V;DC;
1.7161;V;DC;
1.7161;V;DC;
1.7161;V;DC;
1.7161;V;DC;
1.7161;V;DC;
1.7161;V;DC;
1.7160;V;DC;
1.7160;V;DC;
1.7160;V;DC;
1.7160;V;DC;
1.7160;V;DC;
1.7160;V;DC;
1.7160;V;DC;
1.7160;V;DC;
1.7160;V;DC;
1.7160;V;DC;
1.7160;V;DC;
1.7160;V;DC;
1.7160;V;DC;
1.7160;V;DC;
1.7160;V;DC;
1.7160;V;DC;
1.7160;V;DC;
1.7160;V;DC;
1.7159;V;DC;
1.7159;V;DC;
1.7159;V;DC;
1.7159;V;DC;
1.7159;V;DC;
1.7159;V;DC;
1.7159;V;DC;
1.7159;V;DC;
1.7159;V;DC;
1.7159;V;DC;
1.7159;V;DC;
1.7159;V;DC;
1.7159;V;DC;
1.7159;V;DC;
1.7159;V;DC;
1.7159;V;DC;
1.7159;V;DC;
1.7159;V;DC;
1.7159;V;DC;
1.7159;V;DC;
1.7159;V;DC;
1.7159;V;DC;
1.7158;V;DC;
1.7158;V;DC;
1.7158;V;DC;
1.7158;V;DC;
1.7158;V;DC;
1.7158;V;DC;
1.7158;V;DC;
1.7158;V;DC;
1.7158;V;DC;
1.7158;V;DC;
1.7158;V;DC;
1.7158;V;DC;
1.7158;V;DC;
1.7158;V;DC;
1.7158;V;DC;
1.7158;V;DC;
1.7158;V;DC;
1.7158;V;DC;
1.7158;V;DC;
1.7158;V;DC;
1.7158;V;DC;
1.7158;V;DC;
1.7157;V;DC;
1.7157;V;DC;
1.7157;V;DC;
1.7157;V;DC;
1.7157;V;DC;
1.7157;V;DC;
1.7157;V;DC;
1.7157;V;DC;
1.7157;V;DC;
1.7157;V;DC;
1.7157;V;DC;
1.7157;V;DC;
1.7156;V;DC;
1.7156;V;DC;
1.7157;V;DC;
1.7157;V;DC;
1.7156;V;DC;
1.7156;V;DC;
1.7156;V;DC;
1.7156;V;DC;
1.7156;V;DC;
1.7156;V;DC;
1.7156;V;DC;
1.7156;V;DC;
1.7157;V;DC;
1.7157;V;DC;
1.7156;V;DC;
1.7156;V;DC;
1.7156;V;DC;
1.7156;V;DC;
1.7156;V;DC;
1.7156;V;DC;
1.7156;V;DC;
1.7156;V;DC;
1.7156;V;DC;
1.7156;V;DC;
1.7155;V;DC;
1.7155;V;DC;
1.7155;V;DC;
1.7155;V;DC;
1.7155;V;DC;
1.7155;V;DC;
1.7155;V;DC;
1.7155;V;DC;
1.7155;V;DC;
1.7155;V;DC;
1.7155;V;DC;
1.7155;V;DC;
1.7155;V;DC;
1.7155;V;DC;
1.7155;V;DC;
1.7155;V;DC;
1.7155;V;DC;
1.7155;V;DC;
1.7155;V;DC;
1.7155;V;DC;
1.7155;V;DC;
1.7155;V;DC;
1.7154;V;DC;
1.7154;V;DC;
1.7154;V;DC;
1.7154;V;DC;
1.7155;V;DC;
1.7155;V;DC;
1.7154;V;DC;
1.7154;V;DC;
1.7154;V;DC;
1.7154;V;DC;
1.7154;V;DC;
1.7154;V;DC;
1.7154;V;DC;
1.7154;V;DC;
1.7154;V;DC;
1.7154;V;DC;
1.7154;V;DC;
1.7154;V;DC;
1.7154;V;DC;
1.7154;V;DC;
1.7153;V;DC;
1.7153;V;DC;
1.7153;V;DC;
1.7153;V;DC;
1.7154;V;DC;
1.7154;V;DC;
1.7153;V;DC;
1.7153;V;DC;
1.7153;V;DC;
1.7153;V;DC;
1.7153;V;DC;
1.7153;V;DC;
1.7153;V;DC;
1.7153;V;DC;
1.7153;V;DC;
1.7153;V;DC;
1.7152;V;DC;
1.7152;V;DC;
1.7153;V;DC;
1.7153;V;DC;
1.7153;V;DC;
1.7153;V;DC;
1.7152;V;DC;
1.7152;V;DC;
1.7152;V;DC;
1.7152;V;DC;
1.7152;V;DC;
1.7152;V;DC;
1.7152;V;DC;
1.7152;V;DC;
1.7152;V;DC;
1.7152;V;DC;
1.7152;V;DC;
1.7152;V;DC;
1.7152;V;DC;
1.7152;V;DC;
1.7151;V;DC;
1.7151;V;DC;
1.7151;V;DC;
1.7151;V;DC;
1.7152;V;DC;
1.7152;V;DC;
1.7152;V;DC;
1.7152;V;DC;
1.7152;V;DC;
1.7152;V;DC;
1.7151;V;DC;
1.7151;V;DC;
1.7151;V;DC;
1.7151;V;DC;
1.7151;V;DC;
1.7151;V;DC;
1.7151;V;DC;
1.7151;V;DC;
1.7151;V;DC;
1.7151;V;DC;
1.7151;V;DC;
1.7151;V;DC;
1.7151;V;DC;
1.7151;V;DC;
1.7151;V;DC;
1.7151;V;DC;
1.7151;V;DC;
1.7151;V;DC;
1.7151;V;DC;
1.7151;V;DC;
1.7150;V;DC;
1.7150;V;DC;
1.7150;V;DC;
1.7150;V;DC;
1.7151;V;DC;
1.7151;V;DC;
1.7150;V;DC;
1.7150;V;DC;
1.7150;V;DC;
1.7150;V;DC;
1.7150;V;DC;
1.7150;V;DC;
1.7150;V;DC;
1.7150;V;DC;
1.7150;V;DC;
1.7150;V;DC;
1.7150;V;DC;
1.7150;V;DC;
1.7149;V;DC;
1.7150;V;DC;
1.7150;V;DC;
1.7149;V;DC;
1.7149;V;DC;
1.7149;V;DC;
1.7149;V;DC;
1.7150;V;DC;
1.7149;V;DC;
1.7149;V;DC;
1.7149;V;DC;
1.7149;V;DC;
1.7149;V;DC;
1.7149;V;DC;
1.7149;V;DC;
1.7149;V;DC;
1.7147;V;DC;
1.7147;V;DC;
1.7148;V;DC;
1.7148;V;DC;
1.7149;V;DC;
1.7149;V;DC;
1.7147;V;DC;
1.7147;V;DC;
1.7148;V;DC;
1.7148;V;DC;
1.7149;V;DC;
1.7149;V;DC;
1.7149;V;DC;
1.7149;V;DC;
1.7148;V;DC;
1.7148;V;DC;
1.7148;V;DC;
1.7148;V;DC;
1.7148;V;DC;
1.7148;V;DC;
1.7148;V;DC;
1.7148;V;DC;
1.7148;V;DC;
1.7148;V;DC;
1.7148;V;DC;
1.7148;V;DC;
1.7148;V;DC;
1.7148;V;DC;
1.7147;V;DC;
1.7147;V;DC;
1.7147;V;DC;
1.7147;V;DC;
1.7148;V;DC;
1.7148;V;DC;
1.7147;V;DC;
1.7147;V;DC;
1.7147;V;DC;
1.7147;V;DC;
1.7147;V;DC;
1.7147;V;DC;
1.7147;V;DC;
1.7147;V;DC;
1.7147;V;DC;
1.7147;V;DC;
1.7147;V;DC;
1.7147;V;DC;
1.7147;V;DC;
1.7147;V;DC;
1.7147;V;DC;
1.7147;V;DC;
1.7146;V;DC;
1.7146;V;DC;
1.7147;V;DC;
1.7147;V;DC;
1.7146;V;DC;
1.7146;V;DC;
1.7146;V;DC;
1.7146;V;DC;
1.7146;V;DC;
1.7146;V;DC;
1.7147;V;DC;
1.7147;V;DC;
1.7146;V;DC;
1.7146;V;DC;
1.7146;V;DC;
1.7146;V;DC;
1.7146;V;DC;
1.7146;V;DC;
1.7146;V;DC;
1.7146;V;DC;
1.7146;V;DC;
1.7146;V;DC;
1.7146;V;DC;
1.7146;V;DC;
1.7146;V;DC;
1.7146;V;DC;
1.7145;V;DC;
1.7145;V;DC;
1.7145;V;DC;
1.7145;V;DC;
1.7145;V;DC;
1.7145;V;DC;
1.7145;V;DC;
1.7145;V;DC;
1.7145;V;DC;
1.7145;V;DC;
1.7145;V;DC;
1.7145;V;DC;
1.7145;V;DC;
1.7145;V;DC;
1.7145;V;DC;
1.7145;V;DC;
1.7145;V;DC;
1.7145;V;DC;
1.7144;V;DC;
1.7144;V;DC;
1.7144;V;DC;
1.7144;V;DC;
1.7145;V;DC;
1.7145;V;DC;
1.7145;V;DC;
1.7145;V;DC;
1.7144;V;DC;
1.7144;V;DC;
1.7144;V;DC;
1.7144;V;DC;
1.7144;V;DC;
1.7144;V;DC;
1.7144;V;DC;
1.7144;V;DC;
1.7144;V;DC;
1.7144;V;DC;
1.7144;V;DC;
1.7144;V;DC;
1.7144;V;DC;
1.7144;V;DC;
1.7144;V;DC;
1.7144;V;DC;
1.7144;V;DC;
1.7144;V;DC;
1.7143;V;DC;
1.7143;V;DC;
1.7143;V;DC;
1.7143;V;DC;
1.7144;V;DC;
1.7144;V;DC;
1.7143;V;DC;
1.7143;V;DC;
1.7143;V;DC;
1.7143;V;DC;
1.7143;V;DC;
1.7143;V;DC;
1.7143;V;DC;
1.7143;V;DC;
1.7143;V;DC;
1.7143;V;DC;
1.7142;V;DC;
1.7142;V;DC;
1.7143;V;DC;
1.7143;V;DC;
1.7143;V;DC;
1.7143;V;DC;
1.7143;V;DC;
1.7143;V;DC;
1.7143;V;DC;
1.7143;V;DC;
1.7143;V;DC;
1.7143;V;DC;
1.7143;V;DC;
1.7143;V;DC;
1.7142;V;DC;
1.7142;V;DC;
1.7142;V;DC;
1.7142;V;DC;
1.7142;V;DC;
1.7142;V;DC;
1.7142;V;DC;
1.7142;V;DC;
1.7141;V;DC;
1.7141;V;DC;
1.7141;V;DC;
1.7141;V;DC;
1.7142;V;DC;
1.7142;V;DC;
1.7142;V;DC;
1.7142;V;DC;
1.7141;V;DC;
1.7141;V;DC;
1.7141;V;DC;
1.7141;V;DC;
1.7141;V;DC;
1.7141;V;DC;
1.7141;V;DC;
1.7141;V;DC;
1.7141;V;DC;
1.7141;V;DC;
1.7141;V;DC;
1.7141;V;DC;
1.7140;V;DC;
1.7140;V;DC;
1.7141;V;DC;
1.7141;V;DC;
1.7141;V;DC;
1.7141;V;DC;
1.7140;V;DC;
1.7140;V;DC;
1.7140;V;DC;
1.7140;V;DC;
1.7141;V;DC;
1.7141;V;DC;
1.7140;V;DC;
1.7140;V;DC;
1.7140;V;DC;
1.7140;V;DC;
1.7140;V;DC;
1.7140;V;DC;
1.7140;V;DC;
1.7140;V;DC;
1.7140;V;DC;
1.7139;V;DC;
1.7140;V;DC;
1.7140;V;DC;
1.7140;V;DC;
1.7140;V;DC;
1.7139;V;DC;
1.7139;V;DC;
1.7139;V;DC;
1.7139;V;DC;
1.7140;V;DC;
1.7139;V;DC;
1.7139;V;DC;
1.7139;V;DC;
1.7139;V;DC;
1.7139;V;DC;
1.7139;V;DC;
1.7139;V;DC;
1.7139;V;DC;
1.7139;V;DC;
1.7139;V;DC;
1.7139;V;DC;
1.7139;V;DC;
1.7139;V;DC;
1.7138;V;DC;
1.7138;V;DC;
1.7138;V;DC;
1.7138;V;DC;
1.7138;V;DC;
1.7138;V;DC;
1.7138;V;DC;
1.7138;V;DC;
1.7138;V;DC;
1.7138;V;DC;
1.7138;V;DC;
1.7138;V;DC;
1.7138;V;DC;
1.7138;V;DC;
1.7138;V;DC;
1.7138;V;DC;
1.7137;V;DC;
1.7137;V;DC;
1.7138;V;DC;
1.7138;V;DC;
1.7138;V;DC;
1.7138;V;DC;
1.7138;V;DC;
1.7138;V;DC;
1.7137;V;DC;
1.7137;V;DC;
1.7137;V;DC;
1.7137;V;DC;
1.7137;V;DC;
1.7137;V;DC;
1.7137;V;DC;
1.7137;V;DC;
1.7137;V;DC;
1.7137;V;DC;
1.7136;V;DC;
1.7136;V;DC;
1.7136;V;DC;
1.7136;V;DC;
1.7137;V;DC;
1.7137;V;DC;
1.7136;V;DC;
1.7136;V;DC;
1.7136;V;DC;
1.7136;V;DC;
1.7137;V;DC;
1.7137;V;DC;
1.7137;V;DC;
1.7137;V;DC;
1.7137;V;DC;
1.7137;V;DC;
1.7136;V;DC;
1.7136;V;DC;
1.7136;V;DC;
1.7136;V;DC;
1.7136;V;DC;
1.7136;V;DC;
1.7136;V;DC;
1.7136;V;DC;
1.7136;V;DC;
1.7136;V;DC;
1.7136;V;DC;
1.7136;V;DC;
1.7136;V;DC;
1.7136;V;DC;
1.7136;V;DC;
1.7136;V;DC;
1.7136;V;DC;
1.7136;V;DC;
1.7135;V;DC;
1.7135;V;DC;
1.7135;V;DC;
1.7135;V;DC;
1.7135;V;DC;
1.7135;V;DC;
1.7135;V;DC;
1.7135;V;DC;
1.7135;V;DC;
1.7135;V;DC;
1.7135;V;DC;
1.7135;V;DC;
1.7135;V;DC;
1.7135;V;DC;
1.7134;V;DC;
1.7134;V;DC;
1.7135;V;DC;
1.7135;V;DC;
1.7135;V;DC;
1.7135;V;DC;
1.7134;V;DC;
1.7134;V;DC;
1.7135;V;DC;
1.7135;V;DC;
1.7134;V;DC;
1.7134;V;DC;
1.7135;V;DC;
1.7135;V;DC;
1.7134;V;DC;
1.7134;V;DC;
1.7134;V;DC;
1.7134;V;DC;
1.7134;V;DC;
1.7134;V;DC;
1.7134;V;DC;
1.7134;V;DC;
1.7134;V;DC;
1.7134;V;DC;
1.7133;V;DC;
1.7133;V;DC;
1.7134;V;DC;
1.7134;V;DC;
1.7133;V;DC;
1.7133;V;DC;
1.7134;V;DC;
1.7134;V;DC;
1.7134;V;DC;
1.7134;V;DC;
1.7133;V;DC;
1.7133;V;DC;
1.7133;V;DC;
1.7133;V;DC;
1.7133;V;DC;
1.7133;V;DC;
1.7133;V;DC;
1.7133;V;DC;
1.7133;V;DC;
1.7133;V;DC;
1.7133;V;DC;
1.7133;V;DC;
1.7133;V;DC;
1.7133;V;DC;
1.7133;V;DC;
1.7133;V;DC;
1.7133;V;DC;
1.7133;V;DC;
1.7132;V;DC;
1.7132;V;DC;
1.7132;V;DC;
1.7132;V;DC;
1.7132;V;DC;
1.7132;V;DC;
1.7133;V;DC;
1.7133;V;DC;
1.7131;V;DC;
1.7131;V;DC;
1.7132;V;DC;
1.7132;V;DC;
1.7132;V;DC;
1.7132;V;DC;
1.7132;V;DC;
1.7132;V;DC;
1.7132;V;DC;
1.7132;V;DC;
1.7132;V;DC;
1.7132;V;DC;
1.7131;V;DC;
1.7131;V;DC;
1.7131;V;DC;
1.7131;V;DC;
1.7132;V;DC;
1.7132;V;DC;
1.7131;V;DC;
1.7131;V;DC;
1.7131;V;DC;
1.7131;V;DC;
1.7131;V;DC;
1.7131;V;DC;
1.7131;V;DC;
1.7131;V;DC;
1.7131;V;DC;
1.7131;V;DC;
1.7131;V;DC;
1.7131;V;DC;
1.7131;V;DC;
1.7131;V;DC;
1.7131;V;DC;
1.7131;V;DC;
1.7131;V;DC;
1.7131;V;DC;
1.7130;V;DC;
1.7130;V;DC;
1.7130;V;DC;
1.7130;V;DC;
1.7130;V;DC;
1.7130;V;DC;
1.7130;V;DC;
1.7129;V;DC;
1.7130;V;DC;
1.7130;V;DC;
1.7130;V;DC;
1.7130;V;DC;
1.7130;V;DC;
1.7130;V;DC;
1.7130;V;DC;
1.7130;V;DC;
1.7129;V;DC;
1.7130;V;DC;
1.7129;V;DC;
1.7129;V;DC;
1.7129;V;DC;
1.7129;V;DC;
1.7130;V;DC;
1.7129;V;DC;
1.7129;V;DC;
1.7130;V;DC;
1.7129;V;DC;
1.7129;V;DC;
1.7129;V;DC;
1.7129;V;DC;
1.7129;V;DC;
1.7129;V;DC;
1.7129;V;DC;
1.7129;V;DC;
1.7129;V;DC;
1.7129;V;DC;
1.7129;V;DC;
1.7129;V;DC;
1.7129;V;DC;
1.7129;V;DC;
1.7129;V;DC;
1.7129;V;DC;
1.7128;V;DC;
1.7128;V;DC;
1.7128;V;DC;
1.7128;V;DC;
1.7128;V;DC;
1.7128;V;DC;
1.7128;V;DC;
1.7128;V;DC;
1.7128;V;DC;
1.7128;V;DC;
1.7128;V;DC;
1.7128;V;DC;
1.7128;V;DC;
1.7128;V;DC;
1.7128;V;DC;
1.7128;V;DC;
1.7128;V;DC;
1.7128;V;DC;
1.7128;V;DC;
1.7128;V;DC;
1.7127;V;DC;
1.7127;V;DC;
